,,JAVA,CLASSES,PKG,BWR,SAR,FANIN,FANOUT,CC,CCM,CCS,EC,KNTS,NPATH,NPLOG,PL,LOC,DLOC,ELOC,CLOC,BL,NV,AM,NPRM,NPM,PM,LM,STMT,DSTMT,ESTMT,CCR,WMC,NOC,DIT,LCOM,CBO,RFC,NIV,questions
2014,9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07692307692307306,0.08333333333331631,0.14285714285714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,0.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2014,10,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07692307692307306,0.08333333333331631,0.14285714285714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,0.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2014,11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07692307692307306,0.08333333333331631,0.14285714285714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,0.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2014,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.079157179156857e-15,0.07692307692307306,0.08333333333331631,0.14285714285716508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,1.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2015,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07692307692307306,0.08333333333331631,0.14285714285714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,0.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2015,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07692307692307306,0.08333333333331631,0.14285714285714954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999455,0.09090909090910036,0.10526315789474862,0.0,0.0,0.0,0.0,1.0,0.3333333333333424,0.0,0.5,0.0
2015,3,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,4,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
2015,5,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
2015,6,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
2015,7,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
2015,8,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777767184,0.0,0.0,0.0,0.10714285714284047,0.2500000000000051,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,1.0,0.0,1.0,0.0,0.0,5.107025913275697e-15,0.25
2015,9,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777767184,0.0,0.0,0.0,0.10714285714284047,0.2500000000000051,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,1.0,0.0,1.0,0.0,0.0,5.107025913275697e-15,0.5
2015,10,0.0,0.0,0.0,1.0,0.03213418800045237,0.8995802948400319,0.8307505082641298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777776264,0.0,0.0,1.5564269449983063e-14,0.10714285714284047,0.2499999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
