AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,level,numberJavaFiles,packages,commitSha,commitDate,Buse Readability,Scalabrino Readability
,,,,,,,,,,,,,,,,,,,,,,,,,,1.791044776119403,4.268656716417911,0.1492537313432835,4.119402985074627,0.9402985074626866,2.537313432835821,0.0746268656716417,2.82089552238806,1.0149253731343284,0.0,1.5223880597014925,2.283582089552239,0.9701492537313432,1.5522388059701493,1.0149253731343284,1.0149253731343284,1.0149253731343284,1.0,0.0,,,,,0.0,,0.0149253731343283,0.0,,,0.0246268656716417,1.3134328358208955,1.3134328358208955,1.3134328358208955,1.2985074626865671,method,,,e510262e274614c36a0795d965a253c94388d5dc,2019-02-15 10:22:11-05:00,0.6673179121304808,0.6792669252109002
1.0,1.0,1.0,1.0,3.6666666666666665,0.0,3.611111111111111,0.0,1.0,7.055555555555555,4.777777777777778,0.0,,0.2222222222222222,0.0,,,,2.888888888888889,1.0,3.111111111111111,16.11111111111111,0.0,0.0555555555555555,0.1111111111111111,2.9444444444444446,,23.444444444444443,4.555555555555555,17.27777777777778,6.888888888888889,7.0,2.055555555555556,,,,6.0,10.27777777777778,5.722222222222222,5.333333333333333,,,,,,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0,,1.0555555555555556,0.0555555555555555,,21.27777777777778,17.61111111111111,0.0983333333333333,4.055555555555555,4.055555555555555,4.055555555555555,4.0,class,,,e510262e274614c36a0795d965a253c94388d5dc,2019-02-15 10:22:11-05:00,0.6673179121304808,0.6792669252109002
,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,17.0,7.0,e510262e274614c36a0795d965a253c94388d5dc,2019-02-15 10:22:11-05:00,0.6673179121304808,0.6792669252109002
,,,,,,,,,,,,,,,,,,,,,,,,,,1.791044776119403,4.268656716417911,0.1492537313432835,4.119402985074627,0.9402985074626866,2.537313432835821,0.0746268656716417,2.82089552238806,1.0149253731343284,0.0,1.5223880597014925,2.283582089552239,0.9701492537313432,1.5522388059701493,1.0149253731343284,1.0149253731343284,1.0149253731343284,1.0,0.0,,,,,0.0,,0.0149253731343283,0.0,,,0.0246268656716417,1.3134328358208955,1.3134328358208955,1.3134328358208955,1.2985074626865671,method,,,db635536fa593363bfcf719f3ff4bf51183e8b20,2019-02-15 10:23:42-05:00,0.6673179121304808,0.6792669252109002
1.0,1.0,1.0,1.0,3.6666666666666665,0.0,3.611111111111111,0.0,1.0,7.055555555555555,4.777777777777778,0.0,,0.2222222222222222,0.0,,,,2.888888888888889,1.0,3.111111111111111,16.11111111111111,0.0,0.0555555555555555,0.1111111111111111,2.9444444444444446,,23.444444444444443,4.555555555555555,17.27777777777778,6.888888888888889,7.0,2.055555555555556,,,,6.0,10.27777777777778,5.722222222222222,5.333333333333333,,,,,,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0,,1.0555555555555556,0.0555555555555555,,21.27777777777778,17.61111111111111,0.0983333333333333,4.055555555555555,4.055555555555555,4.055555555555555,4.0,class,,,db635536fa593363bfcf719f3ff4bf51183e8b20,2019-02-15 10:23:42-05:00,0.6673179121304808,0.6792669252109002
,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,17.0,7.0,db635536fa593363bfcf719f3ff4bf51183e8b20,2019-02-15 10:23:42-05:00,0.6673179121304808,0.6792669252109002
,,,,,,,,,,,,,,,,,,,,,,,,,,1.791044776119403,4.268656716417911,0.1492537313432835,4.119402985074627,0.9402985074626866,2.537313432835821,0.0746268656716417,2.82089552238806,1.0149253731343284,0.0,1.5223880597014925,2.283582089552239,0.9701492537313432,1.5522388059701493,1.0149253731343284,1.0149253731343284,1.0149253731343284,1.0,0.0,,,,,0.0,,0.0149253731343283,0.0,,,0.0246268656716417,1.3134328358208955,1.3134328358208955,1.3134328358208955,1.2985074626865671,method,,,278e50f22a2b7b1998c4aa708e3a8b7d5c04de15,2019-02-15 11:54:26-05:00,0.6673179121304808,0.6791343958902301
1.0,1.0,1.0,1.0,3.6666666666666665,0.0,3.611111111111111,0.0,1.0,7.055555555555555,4.777777777777778,0.0,,0.2222222222222222,0.0,,,,2.888888888888889,1.0,3.111111111111111,16.11111111111111,0.0,0.0555555555555555,0.1111111111111111,2.9444444444444446,,23.444444444444443,4.555555555555555,17.27777777777778,6.888888888888889,7.0,2.055555555555556,,,,6.0,10.27777777777778,5.722222222222222,5.333333333333333,,,,,,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0,,1.0555555555555556,0.0555555555555555,,21.27777777777778,17.61111111111111,0.0983333333333333,4.055555555555555,4.055555555555555,4.055555555555555,4.0,class,,,278e50f22a2b7b1998c4aa708e3a8b7d5c04de15,2019-02-15 11:54:26-05:00,0.6673179121304808,0.6791343958902301
,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,17.0,7.0,278e50f22a2b7b1998c4aa708e3a8b7d5c04de15,2019-02-15 11:54:26-05:00,0.6673179121304808,0.6791343958902301
,,,,,,,,,,,,,,,,,,,,,,,,,,1.791044776119403,4.268656716417911,0.1492537313432835,4.119402985074627,0.9402985074626866,2.537313432835821,0.0746268656716417,2.82089552238806,1.0149253731343284,0.0,1.5223880597014925,2.283582089552239,0.9701492537313432,1.5522388059701493,1.0149253731343284,1.0149253731343284,1.0149253731343284,1.0,0.0,,,,,0.0,,0.0149253731343283,0.0,,,0.0246268656716417,1.3134328358208955,1.3134328358208955,1.3134328358208955,1.2985074626865671,method,,,1395e84c56ec380818d51706df62b76c31b337c5,2019-02-15 12:15:03-05:00,0.0,0.33956719794511503
